@relation 'chwilowki-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5'

@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie {1,0,2,3,4,5,6}
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute status_pozyczki {dobra,zla}

@data
13,1170,1,400,'\'(55.2-67.6]\'',k,76,48,dobra
11,1077.49,2,300,'\'(42.8-55.2]\'',k,370,48,dobra
12,2187.11,0,600,'\'(-inf-30.4]\'',m,30,35,zla
11,2927,1,496.61,'\'(30.4-42.8]\'',k,199,48,dobra
12,2500,1,800,'\'(55.2-67.6]\'',m,3,3,dobra
17,985,3,200,'\'(-inf-30.4]\'',m,11,11,dobra
11,2258,3,1000,'\'(30.4-42.8]\'',m,73,48,dobra
13,1090.14,2,400,'\'(55.2-67.6]\'',k,73,48,dobra
11,1680,3,649.84,'\'(55.2-67.6]\'',k,68,48,dobra
11,1700,3,238.78,'\'(42.8-55.2]\'',k,203,48,dobra
13,1072,3,500,'\'(67.6-inf)\'',k,151,48,dobra
13,729.03,3,300,'\'(67.6-inf)\'',k,255,48,dobra
16,1124,0,500,'\'(67.6-inf)\'',k,135,48,zla
16,1389,2,200,'\'(55.2-67.6]\'',k,89,48,dobra
13,1291.18,3,381.29,'\'(67.6-inf)\'',k,77,48,dobra
16,763.38,2,200,'\'(55.2-67.6]\'',m,209,48,dobra
13,1370,2,900,'\'(55.2-67.6]\'',k,74,48,dobra
12,1700,0,900,'\'(-inf-30.4]\'',m,4,12,zla
11,2080,3,500,'\'(42.8-55.2]\'',m,316,48,dobra
98,3000,0,1500,'\'(55.2-67.6]\'',m,67,48,dobra
11,3000,3,300,'\'(55.2-67.6]\'',m,210,48,dobra
11,1373.34,0,200,'\'(-inf-30.4]\'',k,56,48,dobra
17,1200,3,200,'\'(-inf-30.4]\'',k,163,48,dobra
16,685,1,300,'\'(42.8-55.2]\'',k,39,48,dobra
13,850,2,400,'\'(55.2-67.6]\'',k,65,48,dobra
12,1700,3,400,'\'(42.8-55.2]\'',k,53,48,dobra
17,990,3,500,'\'(42.8-55.2]\'',k,70,48,dobra
11,2400,2,600,'\'(30.4-42.8]\'',k,111,48,dobra
12,1030,0,296.54,'\'(30.4-42.8]\'',m,3,23,zla
11,1900,2,903.23,'\'(30.4-42.8]\'',k,177,48,dobra
16,1600,1,500,'\'(55.2-67.6]\'',m,10,48,dobra
12,1447,3,500,'\'(-inf-30.4]\'',k,20,24,dobra
13,810,3,300,'\'(55.2-67.6]\'',k,31,48,dobra
11,2368.57,1,400,'\'(42.8-55.2]\'',k,408,48,dobra
11,1500,0,378,'\'(-inf-30.4]\'',k,22,48,dobra
12,1375.47,0,300,'\'(42.8-55.2]\'',m,5,8,dobra
11,4900,1,500,'\'(42.8-55.2]\'',k,9,48,dobra
13,1017,3,200,'\'(67.6-inf)\'',k,159,48,dobra
16,588,3,600,'\'(42.8-55.2]\'',m,420,48,dobra
12,1136.86,1,200,'\'(-inf-30.4]\'',m,10,24,zla
13,910,3,200,'\'(55.2-67.6]\'',k,68,48,dobra
98,600,0,200,'\'(-inf-30.4]\'',k,3,48,zla
12,1634,1,300,'\'(-inf-30.4]\'',k,10,10,dobra
11,2500,2,900,'\'(42.8-55.2]\'',m,202,48,dobra
16,1076.83,0,200,'\'(67.6-inf)\'',k,135,48,zla
13,1216,3,200,'\'(55.2-67.6]\'',k,139,48,dobra
13,1280,3,400,'\'(55.2-67.6]\'',k,15,48,dobra
11,1300,0,600,'\'(42.8-55.2]\'',k,66,48,dobra
11,2700,3,450,'\'(30.4-42.8]\'',m,13,48,dobra
13,1400,2,500,'\'(55.2-67.6]\'',k,52,48,dobra
11,2050,3,575.74,'\'(30.4-42.8]\'',m,116,48,dobra
16,1770,3,500,'\'(55.2-67.6]\'',m,87,48,dobra
12,1865,0,300,'\'(30.4-42.8]\'',k,18,21,dobra
11,1888.27,2,382.44,'\'(-inf-30.4]\'',m,75,48,dobra
12,1000,0,300,'\'(42.8-55.2]\'',m,41,48,dobra
11,1721.7,3,385.97,'\'(42.8-55.2]\'',k,118,48,dobra
13,1872,3,700,'\'(55.2-67.6]\'',k,33,48,dobra
11,2709.34,3,330.68,'\'(30.4-42.8]\'',k,179,48,dobra
13,1015,3,400,'\'(55.2-67.6]\'',k,107,48,dobra
12,984.34,2,200,'\'(42.8-55.2]\'',k,16,20,dobra
13,1239.98,0,300,'\'(67.6-inf)\'',k,253,48,dobra
13,1200.29,0,400,'\'(55.2-67.6]\'',k,20,48,dobra
11,1183,0,500,'\'(30.4-42.8]\'',k,15,48,zla
13,2113.24,2,200,'\'(55.2-67.6]\'',k,59,48,dobra
11,2700,3,600,'\'(-inf-30.4]\'',m,62,48,dobra
13,1454.91,2,400,'\'(55.2-67.6]\'',k,40,48,dobra
13,907,1,200,'\'(67.6-inf)\'',k,232,48,dobra
13,1457,2,300,'\'(67.6-inf)\'',m,77,48,zla
11,1300,0,400,'\'(42.8-55.2]\'',k,32,48,dobra
12,1963.88,2,400,'\'(42.8-55.2]\'',m,4,5,dobra
11,1800,3,500,'\'(42.8-55.2]\'',k,51,48,dobra
12,1356,0,500,'\'(42.8-55.2]\'',k,84,48,zla
11,1906.42,1,281.29,'\'(55.2-67.6]\'',k,210,48,dobra
11,1300,0,300,'\'(-inf-30.4]\'',k,21,48,zla
13,1900,3,500,'\'(55.2-67.6]\'',m,148,48,dobra
13,1050,3,600,'\'(55.2-67.6]\'',k,137,48,dobra
98,4000,3,498.26,'\'(30.4-42.8]\'',k,17,48,dobra
13,1820,3,900,'\'(55.2-67.6]\'',k,67,48,dobra
99,645.31,0,300,'\'(42.8-55.2]\'',k,9,12,zla
13,1399.99,1,300,'\'(55.2-67.6]\'',k,13,48,dobra
13,1085,3,400,'\'(55.2-67.6]\'',k,164,48,dobra
11,1730.13,1,400,'\'(55.2-67.6]\'',k,191,48,dobra
13,1650,0,300,'\'(55.2-67.6]\'',k,113,48,dobra
12,1457,0,300,'\'(30.4-42.8]\'',m,5,7,zla
11,1500,2,200,'\'(55.2-67.6]\'',m,393,48,dobra
11,1660,0,300,'\'(55.2-67.6]\'',m,48,48,dobra
13,722.05,2,200,'\'(67.6-inf)\'',k,195,48,dobra
11,2050,1,799.85,'\'(30.4-42.8]\'',k,27,48,dobra
12,988,0,200,'\'(42.8-55.2]\'',m,7,12,zla
12,1100,0,200,'\'(-inf-30.4]\'',m,31,48,dobra
11,1443,3,600,'\'(42.8-55.2]\'',k,32,48,dobra
17,728,3,200,'\'(-inf-30.4]\'',m,98,48,dobra
11,2100,0,300,'\'(42.8-55.2]\'',m,36,48,dobra
13,1503,2,400,'\'(55.2-67.6]\'',m,164,48,dobra
13,1362,3,500,'\'(55.2-67.6]\'',k,54,48,dobra
13,1244.77,3,300,'\'(55.2-67.6]\'',k,37,48,dobra
11,932.34,3,200,'\'(42.8-55.2]\'',k,393,48,dobra
11,901,2,300,'\'(-inf-30.4]\'',k,38,48,dobra
17,1100,1,200,'\'(55.2-67.6]\'',k,25,33,dobra
13,3040,3,667.26,'\'(55.2-67.6]\'',m,199,48,dobra
11,2700,3,500,'\'(30.4-42.8]\'',k,119,48,dobra
11,3100,3,500,'\'(30.4-42.8]\'',k,119,48,dobra
11,3217,1,299.97,'\'(42.8-55.2]\'',m,268,48,zla
13,1125,1,300,'\'(55.2-67.6]\'',k,123,48,dobra
13,2110,3,300,'\'(55.2-67.6]\'',m,99,48,dobra
13,865,3,300,'\'(67.6-inf)\'',k,126,48,dobra
12,1300,2,300,'\'(-inf-30.4]\'',k,6,12,dobra
16,1362,3,400,'\'(42.8-55.2]\'',k,27,48,dobra
12,1500,2,300,'\'(-inf-30.4]\'',k,2,2,dobra
13,1668,3,392.14,'\'(55.2-67.6]\'',k,89,48,dobra
11,983.97,1,200,'\'(55.2-67.6]\'',k,76,48,dobra
12,980,3,200,'\'(30.4-42.8]\'',k,8,10,dobra
11,1700,2,500,'\'(30.4-42.8]\'',k,195,48,dobra
13,2015.55,1,600,'\'(67.6-inf)\'',m,109,48,zla
13,1217,0,200,'\'(55.2-67.6]\'',m,49,48,dobra
13,819,1,200,'\'(55.2-67.6]\'',m,55,48,dobra
16,650.77,0,200,'\'(55.2-67.6]\'',m,46,48,zla
12,2673.17,3,600,'\'(42.8-55.2]\'',m,110,48,dobra
13,1107,1,231.29,'\'(55.2-67.6]\'',k,13,48,dobra
13,2291,0,1000,'\'(67.6-inf)\'',k,69,48,dobra
13,1400,3,600,'\'(55.2-67.6]\'',k,244,48,dobra
16,634.64,2,300,'\'(55.2-67.6]\'',k,134,48,dobra
98,911,3,300,'\'(42.8-55.2]\'',k,96,48,dobra
11,992.84,3,300,'\'(42.8-55.2]\'',k,119,48,dobra
11,1000,3,300,'\'(-inf-30.4]\'',m,55,48,dobra
13,2000,3,450,'\'(67.6-inf)\'',m,43,48,dobra
13,1180,0,300,'\'(67.6-inf)\'',m,138,48,dobra
13,1175,1,400,'\'(55.2-67.6]\'',k,113,48,zla
11,2100,2,500,'\'(55.2-67.6]\'',m,185,48,dobra
12,1382,2,200,'\'(30.4-42.8]\'',k,19,23,dobra
16,1072.89,3,300,'\'(42.8-55.2]\'',k,120,48,dobra
11,1037.34,3,200,'\'(30.4-42.8]\'',k,60,48,dobra
98,2200,3,300,'\'(42.8-55.2]\'',k,23,48,dobra
11,1896.86,0,500,'\'(55.2-67.6]\'',m,136,48,zla
11,1493.98,2,200,'\'(42.8-55.2]\'',k,359,48,dobra
13,1062,0,400,'\'(55.2-67.6]\'',k,160,48,zla
11,2670,3,1000,'\'(55.2-67.6]\'',k,86,48,dobra
99,1100,0,200,'\'(42.8-55.2]\'',k,50,48,dobra
13,1500,3,376.37,'\'(55.2-67.6]\'',m,21,48,dobra
13,3100,0,600,'\'(55.2-67.6]\'',m,136,48,zla
98,690,0,200,'\'(-inf-30.4]\'',m,6,48,zla
11,1344.9,2,246.83,'\'(42.8-55.2]\'',k,44,48,dobra
98,583,0,300,'\'(55.2-67.6]\'',m,111,48,zla
16,1045,2,200,'\'(42.8-55.2]\'',m,197,48,dobra
13,720,0,500,'\'(55.2-67.6]\'',k,230,48,dobra
13,1016,1,250,'\'(67.6-inf)\'',k,187,48,dobra
12,1032.34,3,200,'\'(30.4-42.8]\'',k,3,11,dobra
11,967.64,2,200,'\'(42.8-55.2]\'',k,317,48,dobra
11,1800,2,600,'\'(30.4-42.8]\'',k,50,48,dobra
13,580,3,800,'\'(55.2-67.6]\'',k,117,48,dobra
12,1224,0,400,'\'(-inf-30.4]\'',m,3,4,zla
11,3619,0,300,'\'(30.4-42.8]\'',m,39,48,zla
16,436,0,200,'\'(-inf-30.4]\'',k,12,48,zla
12,1032,3,296.54,'\'(42.8-55.2]\'',k,36,40,dobra
11,1577.42,0,400,'\'(42.8-55.2]\'',k,203,48,dobra
16,1411,0,400,'\'(55.2-67.6]\'',k,64,48,dobra
11,1460.17,0,200,'\'(42.8-55.2]\'',m,59,48,dobra
11,2250.05,1,500,'\'(55.2-67.6]\'',m,174,48,dobra
13,2066,3,700,'\'(55.2-67.6]\'',k,127,48,dobra
11,3200,3,600,'\'(42.8-55.2]\'',k,52,48,dobra
13,1658,3,300,'\'(55.2-67.6]\'',k,27,48,dobra
11,1400,3,300,'\'(42.8-55.2]\'',k,159,48,dobra
11,980.11,0,400,'\'(30.4-42.8]\'',k,43,48,dobra
13,1900,3,500,'\'(55.2-67.6]\'',k,86,48,dobra
16,980,3,400,'\'(67.6-inf)\'',k,129,48,dobra
12,1138,0,300,'\'(-inf-30.4]\'',m,0,24,zla
12,1540,0,600,'\'(30.4-42.8]\'',k,37,39,dobra
12,1100,3,235.97,'\'(55.2-67.6]\'',m,20,36,dobra
16,2600,0,200,'\'(67.6-inf)\'',m,439,48,zla
11,3335,3,600,'\'(55.2-67.6]\'',m,431,48,dobra
13,815,0,400,'\'(55.2-67.6]\'',k,142,48,dobra
13,1185.33,3,200,'\'(67.6-inf)\'',k,222,48,dobra
12,1210,0,200,'\'(42.8-55.2]\'',m,5,9,dobra
16,749.28,3,200,'\'(42.8-55.2]\'',k,63,48,dobra
98,583,0,1000,'\'(42.8-55.2]\'',m,135,48,zla
13,930,0,670,'\'(55.2-67.6]\'',k,92,48,dobra
16,1528,1,300,'\'(55.2-67.6]\'',m,373,48,zla
17,547.89,0,350,'\'(55.2-67.6]\'',k,54,48,dobra
13,1426,3,300,'\'(67.6-inf)\'',m,75,48,dobra
13,1031,1,200,'\'(55.2-67.6]\'',k,119,48,dobra
13,840,1,400,'\'(55.2-67.6]\'',k,111,48,dobra
12,670,3,300,'\'(42.8-55.2]\'',m,7,11,dobra
13,3700,3,800,'\'(55.2-67.6]\'',k,25,48,dobra
13,1100,0,300,'\'(55.2-67.6]\'',k,103,48,dobra
16,1473.04,0,400,'\'(55.2-67.6]\'',m,164,48,dobra
13,1519,0,350,'\'(67.6-inf)\'',m,253,48,dobra
12,599.03,2,200,'\'(30.4-42.8]\'',k,18,18,dobra
98,980,2,200,'\'(55.2-67.6]\'',k,9,48,dobra
13,1026,3,200,'\'(67.6-inf)\'',k,246,48,dobra
13,975,3,218.32,'\'(55.2-67.6]\'',k,26,48,dobra
11,2947,3,393.99,'\'(55.2-67.6]\'',m,52,48,dobra
11,3200,0,1000,'\'(-inf-30.4]\'',m,3,48,zla
11,1900,3,694,'\'(30.4-42.8]\'',k,207,48,dobra
13,2100,0,300,'\'(67.6-inf)\'',k,159,48,dobra
12,1500,0,800,'\'(30.4-42.8]\'',m,32,35,dobra
16,1151,0,300,'\'(55.2-67.6]\'',m,360,48,dobra
11,1770,3,277.34,'\'(30.4-42.8]\'',k,86,48,dobra
13,1977,1,700,'\'(55.2-67.6]\'',k,54,48,dobra
13,1287.66,2,200,'\'(55.2-67.6]\'',m,95,48,dobra
11,900,3,300,'\'(42.8-55.2]\'',k,92,48,dobra
11,2251.79,0,500,'\'(55.2-67.6]\'',k,254,48,zla
13,960,3,300,'\'(67.6-inf)\'',m,139,48,dobra
13,1413,0,400,'\'(67.6-inf)\'',k,164,48,zla
12,1800,0,300,'\'(-inf-30.4]\'',m,34,48,zla
13,1083.23,1,200,'\'(55.2-67.6]\'',k,96,48,dobra
13,3440,3,800,'\'(42.8-55.2]\'',k,50,48,dobra
98,3178,3,427.09,'\'(42.8-55.2]\'',m,200,48,dobra
13,1772.53,0,400,'\'(67.6-inf)\'',m,279,48,dobra
13,803.86,3,200,'\'(67.6-inf)\'',k,157,48,dobra
13,1026,3,300,'\'(55.2-67.6]\'',k,54,48,dobra
13,1014,1,297.69,'\'(55.2-67.6]\'',k,182,48,dobra
13,1193.65,2,400,'\'(55.2-67.6]\'',m,8,48,dobra
98,1200,3,285.97,'\'(30.4-42.8]\'',k,45,48,dobra
12,1000,3,328.32,'\'(42.8-55.2]\'',k,31,34,dobra
12,1000,3,328,'\'(55.2-67.6]\'',m,11,14,dobra
11,1400,3,200,'\'(42.8-55.2]\'',k,116,48,dobra
12,1286,0,200,'\'(-inf-30.4]\'',m,1,2,zla
12,1300,3,600,'\'(-inf-30.4]\'',m,26,41,dobra
17,798.8,3,300,'\'(42.8-55.2]\'',m,148,48,dobra
13,917,1,300,'\'(55.2-67.6]\'',k,75,48,dobra
11,1087,2,377.69,'\'(30.4-42.8]\'',k,237,48,dobra
11,2470,0,500,'\'(30.4-42.8]\'',m,65,48,dobra
13,1538,3,200,'\'(55.2-67.6]\'',m,100,48,dobra
11,1300,3,300,'\'(30.4-42.8]\'',m,44,48,dobra
13,1635,3,200,'\'(55.2-67.6]\'',k,119,48,dobra
99,2290.55,0,300,'\'(30.4-42.8]\'',k,17,20,dobra
11,1386,0,600,'\'(30.4-42.8]\'',m,16,48,zla
13,1167.94,0,200,'\'(67.6-inf)\'',k,368,48,dobra
13,1233,2,400,'\'(55.2-67.6]\'',k,122,48,dobra
13,1530,0,500,'\'(55.2-67.6]\'',m,34,48,dobra
11,2983,0,800,'\'(30.4-42.8]\'',m,87,48,zla
16,1313.41,3,400,'\'(55.2-67.6]\'',m,27,48,dobra
13,3900,0,300,'\'(55.2-67.6]\'',m,113,48,dobra
13,1525.46,3,521.49,'\'(55.2-67.6]\'',k,35,48,dobra
13,1162,3,200,'\'(55.2-67.6]\'',m,220,48,dobra
99,685,3,250,'\'(55.2-67.6]\'',m,4,4,zla
13,1200,3,500,'\'(67.6-inf)\'',k,118,48,dobra
16,634,2,200,'\'(55.2-67.6]\'',k,50,48,dobra
16,2300,4,800,'\'(42.8-55.2]\'',k,62,48,dobra
12,1027,3,300,'\'(30.4-42.8]\'',k,8,48,dobra
13,5100,3,262.81,'\'(55.2-67.6]\'',k,27,48,dobra
11,2800,3,400,'\'(42.8-55.2]\'',k,59,48,dobra
11,3000,3,500,'\'(42.8-55.2]\'',k,92,48,dobra
13,714,4,500,'\'(55.2-67.6]\'',k,221,48,dobra
11,2875.71,3,1100,'\'(30.4-42.8]\'',m,277,48,dobra
13,2120,3,600,'\'(67.6-inf)\'',k,118,48,dobra
13,1013.74,3,400,'\'(55.2-67.6]\'',k,112,48,dobra
13,984,2,200,'\'(55.2-67.6]\'',k,10,48,dobra
13,1425,1,400,'\'(55.2-67.6]\'',k,78,48,dobra
13,720.19,1,200,'\'(55.2-67.6]\'',k,92,48,dobra
12,1350,3,281.29,'\'(42.8-55.2]\'',k,21,24,dobra
13,951,3,500,'\'(67.6-inf)\'',k,161,48,dobra
98,2000,0,300,'\'(30.4-42.8]\'',m,13,48,dobra
11,1500,2,400,'\'(55.2-67.6]\'',k,84,48,dobra
11,2200,0,700,'\'(30.4-42.8]\'',k,36,48,dobra
13,866.46,0,200,'\'(67.6-inf)\'',k,194,48,dobra
11,1400,0,473,'\'(30.4-42.8]\'',k,100,48,dobra
13,1313,0,300,'\'(55.2-67.6]\'',k,36,48,zla
16,540,0,300,'\'(-inf-30.4]\'',k,13,48,zla
11,2100,0,300,'\'(30.4-42.8]\'',m,63,48,dobra
12,1800,3,700,'\'(-inf-30.4]\'',m,10,10,dobra
12,1009.34,2,300,'\'(42.8-55.2]\'',k,28,48,dobra
12,1042,0,300,'\'(42.8-55.2]\'',m,4,4,dobra
11,979.34,0,300,'\'(30.4-42.8]\'',m,188,48,zla
13,1428.55,3,200,'\'(55.2-67.6]\'',k,136,48,dobra
13,1000,0,300,'\'(67.6-inf)\'',k,63,48,dobra
12,660,3,400,'\'(30.4-42.8]\'',k,11,38,dobra
13,616,3,200,'\'(67.6-inf)\'',k,245,48,dobra
11,1600,3,496.83,'\'(30.4-42.8]\'',k,13,48,dobra
13,1611,1,300,'\'(55.2-67.6]\'',m,140,48,dobra
13,1684,3,367.31,'\'(55.2-67.6]\'',k,19,48,dobra
13,1500,3,200,'\'(55.2-67.6]\'',k,45,48,dobra
13,974,0,200,'\'(42.8-55.2]\'',m,82,48,zla
16,1740,0,200,'\'(42.8-55.2]\'',k,113,48,dobra
11,1037,0,500,'\'(42.8-55.2]\'',k,39,48,zla
11,3170,3,400,'\'(42.8-55.2]\'',k,284,48,dobra
13,930,4,700,'\'(55.2-67.6]\'',k,130,48,dobra
12,1574.45,2,426.66,'\'(42.8-55.2]\'',m,30,35,dobra
13,640,0,500,'\'(67.6-inf)\'',k,138,48,dobra
13,1474.55,2,400,'\'(55.2-67.6]\'',k,64,48,dobra
12,830.46,2,600,'\'(42.8-55.2]\'',k,44,48,dobra
11,1261.98,3,357.31,'\'(30.4-42.8]\'',m,35,48,dobra
13,1189,3,265.58,'\'(55.2-67.6]\'',k,69,48,dobra
16,837,2,350,'\'(55.2-67.6]\'',m,230,48,dobra
17,684,3,900,'\'(55.2-67.6]\'',k,189,48,dobra
13,965,3,200,'\'(67.6-inf)\'',k,244,48,dobra
16,703,3,200,'\'(55.2-67.6]\'',k,25,48,dobra
99,750,3,200,'\'(-inf-30.4]\'',m,3,5,dobra
12,1675,3,600,'\'(42.8-55.2]\'',k,8,11,dobra
16,1045.6,4,400,'\'(42.8-55.2]\'',k,11,48,dobra
13,1137.19,3,400,'\'(55.2-67.6]\'',k,95,48,dobra
12,1200,3,300,'\'(30.4-42.8]\'',k,8,14,dobra
12,990.34,2,200,'\'(42.8-55.2]\'',k,55,48,dobra
11,2065.98,3,327,'\'(42.8-55.2]\'',k,178,48,dobra
11,800.51,0,400,'\'(30.4-42.8]\'',k,19,48,dobra
11,5800,3,1000,'\'(42.8-55.2]\'',k,53,48,dobra
13,1817.24,2,400,'\'(55.2-67.6]\'',k,17,48,dobra
13,1239,3,300,'\'(67.6-inf)\'',k,269,48,dobra
12,1400,2,300,'\'(-inf-30.4]\'',m,11,32,dobra
16,763.38,3,200,'\'(55.2-67.6]\'',m,210,48,dobra
13,997,3,300,'\'(55.2-67.6]\'',k,78,48,dobra
13,1801.41,0,515.96,'\'(55.2-67.6]\'',k,37,48,dobra
12,1030,3,241.15,'\'(42.8-55.2]\'',m,8,24,zla
13,3600,2,1000,'\'(55.2-67.6]\'',m,85,48,dobra
11,1800,3,300,'\'(30.4-42.8]\'',m,164,48,dobra
11,1400,0,300,'\'(-inf-30.4]\'',m,24,48,dobra
11,2100,2,300,'\'(42.8-55.2]\'',m,49,48,dobra
13,1212,3,500,'\'(55.2-67.6]\'',k,53,48,dobra
13,2098,3,700,'\'(67.6-inf)\'',m,196,48,dobra
12,600,4,400,'\'(42.8-55.2]\'',m,8,27,dobra
11,1400,3,200,'\'(42.8-55.2]\'',m,13,48,dobra
11,3200,3,662.81,'\'(42.8-55.2]\'',m,188,48,dobra
13,1000,3,500,'\'(55.2-67.6]\'',k,67,48,dobra
13,730,2,200,'\'(67.6-inf)\'',k,560,48,dobra
13,802.83,3,200,'\'(55.2-67.6]\'',k,200,48,dobra
13,3541.9,1,369.53,'\'(67.6-inf)\'',k,126,48,dobra
11,1290,3,600,'\'(30.4-42.8]\'',k,18,48,dobra
11,3000,4,300,'\'(55.2-67.6]\'',m,211,48,dobra
11,2284.23,1,400,'\'(42.8-55.2]\'',m,299,48,dobra
16,959.6,3,200,'\'(67.6-inf)\'',k,114,48,dobra
11,1680,3,300,'\'(55.2-67.6]\'',k,384,48,dobra
11,1250,0,500,'\'(55.2-67.6]\'',m,64,48,dobra
16,425,0,200,'\'(55.2-67.6]\'',k,160,48,zla
11,1000,3,800,'\'(55.2-67.6]\'',m,62,48,dobra
11,1700,3,600,'\'(42.8-55.2]\'',k,88,48,dobra
16,892,2,409.15,'\'(55.2-67.6]\'',k,200,48,dobra
12,1050,2,294.37,'\'(42.8-55.2]\'',k,33,36,dobra
13,1130,3,300,'\'(55.2-67.6]\'',k,102,48,dobra
11,1172.2,3,300.4,'\'(55.2-67.6]\'',k,36,48,dobra
98,5000,2,600,'\'(30.4-42.8]\'',k,83,48,dobra
11,1700,3,300,'\'(42.8-55.2]\'',m,38,48,dobra
13,611,2,300,'\'(55.2-67.6]\'',k,138,48,dobra
11,1320,3,500,'\'(42.8-55.2]\'',m,341,48,dobra
11,2470,4,426.61,'\'(42.8-55.2]\'',k,353,48,dobra
13,12220,2,200,'\'(55.2-67.6]\'',m,70,48,dobra
11,4000,4,400,'\'(42.8-55.2]\'',m,9,48,dobra
13,686.16,0,200,'\'(67.6-inf)\'',k,76,48,zla
16,1132,0,300,'\'(55.2-67.6]\'',k,96,48,dobra
17,985,4,200,'\'(-inf-30.4]\'',m,12,13,dobra
13,2010,2,717.02,'\'(55.2-67.6]\'',m,137,48,dobra
11,2800,3,600,'\'(42.8-55.2]\'',k,318,48,dobra
13,729.03,4,500,'\'(67.6-inf)\'',k,256,48,dobra
12,1500,0,1130.33,'\'(42.8-55.2]\'',k,13,26,zla
12,700,3,250,'\'(30.4-42.8]\'',m,8,23,zla
99,1393.85,2,200,'\'(-inf-30.4]\'',m,4,4,dobra
13,860,0,789.27,'\'(55.2-67.6]\'',k,79,48,dobra
11,1085.97,0,600,'\'(-inf-30.4]\'',m,2,48,zla
13,1688.82,2,300,'\'(42.8-55.2]\'',m,98,48,dobra
11,1617.68,2,200,'\'(42.8-55.2]\'',k,84,48,dobra
13,2100,3,1000,'\'(67.6-inf)\'',k,54,48,dobra
11,1058,0,300,'\'(30.4-42.8]\'',m,13,48,dobra
13,1700,3,500,'\'(67.6-inf)\'',m,13,48,dobra
11,2927,2,454,'\'(30.4-42.8]\'',k,200,48,dobra
11,2200,0,500,'\'(30.4-42.8]\'',m,84,48,dobra
11,1459,1,300,'\'(-inf-30.4]\'',m,8,48,dobra
13,936,1,500,'\'(55.2-67.6]\'',k,30,48,dobra
13,2612,2,2500,'\'(67.6-inf)\'',m,81,48,dobra
13,1090.14,3,400,'\'(55.2-67.6]\'',k,74,48,dobra
16,1600,2,200,'\'(55.2-67.6]\'',m,11,48,dobra
13,1026,4,200,'\'(67.6-inf)\'',k,246,48,dobra
11,2011,0,416.61,'\'(42.8-55.2]\'',m,210,48,dobra
16,588,0,600,'\'(42.8-55.2]\'',m,421,48,dobra
13,1240,0,300,'\'(55.2-67.6]\'',k,69,48,dobra
13,1170,2,400,'\'(55.2-67.6]\'',k,77,48,dobra
11,1077.49,3,300,'\'(42.8-55.2]\'',k,371,48,dobra
12,1100,0,200,'\'(-inf-30.4]\'',k,14,17,dobra
16,685,0,200,'\'(42.8-55.2]\'',k,40,48,dobra
13,3900,4,300,'\'(42.8-55.2]\'',m,29,48,dobra
13,1350,2,300,'\'(55.2-67.6]\'',k,110,48,dobra
12,1952.35,3,387.31,'\'(42.8-55.2]\'',m,3,11,dobra
11,1300,0,200,'\'(42.8-55.2]\'',m,451,48,dobra
11,2258,4,1000,'\'(30.4-42.8]\'',m,74,48,dobra
11,1842.86,2,400,'\'(55.2-67.6]\'',m,7,48,dobra
16,1589,0,250,'\'(55.2-67.6]\'',k,26,48,dobra
11,1000,3,275.97,'\'(30.4-42.8]\'',k,60,48,dobra
12,1000,4,200,'\'(-inf-30.4]\'',m,11,25,dobra
13,1217,0,600,'\'(55.2-67.6]\'',m,50,48,dobra
12,1030,0,200,'\'(42.8-55.2]\'',m,8,48,dobra
13,1134.96,0,200,'\'(67.6-inf)\'',k,160,48,dobra
13,697,0,300,'\'(55.2-67.6]\'',k,124,48,zla
16,1389,3,200,'\'(55.2-67.6]\'',k,90,48,dobra
12,1375.47,1,300,'\'(42.8-55.2]\'',m,6,8,dobra
13,2051,0,500,'\'(55.2-67.6]\'',k,137,48,dobra
13,1291.18,4,378.91,'\'(67.6-inf)\'',k,78,48,dobra
13,1691.3,0,500,'\'(55.2-67.6]\'',k,72,48,dobra
17,1031,2,350,'\'(42.8-55.2]\'',k,50,48,zla
11,1680,4,586.65,'\'(55.2-67.6]\'',k,69,48,dobra
13,910.33,3,200,'\'(67.6-inf)\'',m,162,48,dobra
11,2353,3,1569.98,'\'(42.8-55.2]\'',m,98,48,dobra
12,2500,2,800,'\'(55.2-67.6]\'',m,4,5,dobra
11,1077,0,200,'\'(42.8-55.2]\'',k,182,48,dobra
11,1700,4,238.78,'\'(42.8-55.2]\'',k,204,48,dobra
11,1373.34,1,200,'\'(-inf-30.4]\'',k,57,48,dobra
11,2837,0,662.69,'\'(-inf-30.4]\'',m,125,48,zla
