@relation 'chwilowki-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5'

@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie {1,0,2,3,4,5,6}
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute status_pozyczki {dobra,zla}

@data
13,1691.3,1,500,'\'(55.2-67.6]\'',k,73,48,dobra
16,1825.35,0,200,'\'(55.2-67.6]\'',k,105,48,zla
13,3900,0,400,'\'(55.2-67.6]\'',m,114,48,dobra
11,1459,2,300,'\'(-inf-30.4]\'',m,9,48,dobra
11,1566.82,1,200,'\'(42.8-55.2]\'',m,349,48,dobra
12,476,0,300,'\'(30.4-42.8]\'',k,12,14,zla
11,2709.34,5,314.83,'\'(30.4-42.8]\'',k,181,48,dobra
11,1800,1,400,'\'(42.8-55.2]\'',m,259,48,dobra
13,1688.82,3,298.74,'\'(42.8-55.2]\'',m,99,48,zla
13,785,1,200,'\'(67.6-inf)\'',k,64,48,dobra
13,1050,5,600,'\'(55.2-67.6]\'',k,139,48,dobra
12,1952.35,0,500,'\'(42.8-55.2]\'',m,4,11,dobra
11,980,0,400,'\'(42.8-55.2]\'',k,200,48,dobra
11,1087,0,370,'\'(30.4-42.8]\'',k,238,48,zla
13,714,0,200,'\'(55.2-67.6]\'',k,222,48,dobra
11,2261,0,500,'\'(30.4-42.8]\'',m,51,48,zla
11,1792,0,500,'\'(30.4-42.8]\'',k,62,48,zla
12,1963.88,4,400,'\'(42.8-55.2]\'',m,6,6,dobra
13,1280,5,290,'\'(55.2-67.6]\'',k,17,48,dobra
11,800.51,0,250,'\'(30.4-42.8]\'',k,20,48,dobra
13,1525.46,0,300,'\'(55.2-67.6]\'',k,36,48,dobra
13,757.1,0,200,'\'(55.2-67.6]\'',k,198,48,zla
11,2100,0,300,'\'(42.8-55.2]\'',m,50,48,dobra
11,3800,0,1000,'\'(30.4-42.8]\'',m,55,48,zla
16,1600,1,200,'\'(55.2-67.6]\'',k,24,48,dobra
12,1447,5,500,'\'(-inf-30.4]\'',k,22,24,dobra
13,2282,1,300,'\'(55.2-67.6]\'',k,25,48,dobra
11,2368.57,3,399.72,'\'(42.8-55.2]\'',k,410,48,dobra
12,1106.03,0,400,'\'(55.2-67.6]\'',m,17,26,zla
13,1212,0,200,'\'(55.2-67.6]\'',k,199,48,zla
13,717.96,0,400,'\'(55.2-67.6]\'',k,81,48,zla
13,907,3,200,'\'(67.6-inf)\'',k,234,48,dobra
11,932.34,5,200,'\'(42.8-55.2]\'',k,395,48,dobra
13,810,5,300,'\'(55.2-67.6]\'',k,33,48,dobra
11,2505,1,200,'\'(30.4-42.8]\'',k,164,48,dobra
11,1493.98,4,200,'\'(42.8-55.2]\'',k,361,48,dobra
11,1730.13,3,400,'\'(55.2-67.6]\'',k,193,48,dobra
13,1425,0,400,'\'(55.2-67.6]\'',k,79,48,dobra
13,910.33,4,200,'\'(67.6-inf)\'',m,163,48,dobra
13,1180,0,300,'\'(67.6-inf)\'',m,140,48,dobra
98,1256,0,400,'\'(30.4-42.8]\'',m,69,48,dobra
13,1442.43,0,300,'\'(67.6-inf)\'',k,141,48,dobra
17,1100,3,200,'\'(55.2-67.6]\'',k,27,33,dobra
98,3000,1,400,'\'(42.8-55.2]\'',k,85,48,dobra
11,3178.76,0,700,'\'(30.4-42.8]\'',k,121,48,dobra
11,3100,0,700,'\'(30.4-42.8]\'',k,121,48,dobra
13,1900,1,400,'\'(67.6-inf)\'',k,121,48,dobra
11,1443,5,600,'\'(42.8-55.2]\'',k,34,48,dobra
12,1521,1,200,'\'(-inf-30.4]\'',m,20,30,dobra
16,1090,0,400,'\'(55.2-67.6]\'',k,77,48,zla
13,1900,5,500,'\'(55.2-67.6]\'',m,150,48,dobra
17,728,5,200,'\'(-inf-30.4]\'',m,100,48,dobra
12,984.34,4,200,'\'(42.8-55.2]\'',k,18,20,dobra
13,2110,5,300,'\'(55.2-67.6]\'',m,101,48,dobra
11,1682,0,800,'\'(30.4-42.8]\'',k,96,48,zla
12,1033.71,0,200,'\'(55.2-67.6]\'',m,8,9,zla
11,1800,5,500,'\'(42.8-55.2]\'',k,53,48,dobra
12,990.59,0,300,'\'(30.4-42.8]\'',m,74,48,zla
13,1573,0,300,'\'(55.2-67.6]\'',m,89,48,dobra
99,1100,2,200,'\'(42.8-55.2]\'',k,52,48,dobra
13,1601.87,1,349.66,'\'(55.2-67.6]\'',m,45,48,dobra
16,634.64,4,300,'\'(55.2-67.6]\'',k,136,48,dobra
11,2200,0,1000,'\'(30.4-42.8]\'',k,37,48,dobra
12,1634,3,297.86,'\'(-inf-30.4]\'',k,12,15,dobra
13,2112,0,500,'\'(67.6-inf)\'',m,98,48,zla
13,5100,0,800,'\'(55.2-67.6]\'',k,28,48,dobra
16,2100,0,250,'\'(55.2-67.6]\'',k,39,48,dobra
12,1210,0,200,'\'(42.8-55.2]\'',m,7,9,dobra
12,1500,4,300,'\'(-inf-30.4]\'',k,4,5,dobra
12,1300,4,300,'\'(-inf-30.4]\'',k,8,12,dobra
13,1026,4,200,'\'(55.2-67.6]\'',k,55,48,dobra
13,1400,0,700,'\'(55.2-67.6]\'',k,246,48,dobra
13,1536,0,500,'\'(67.6-inf)\'',k,36,48,dobra
13,1668,5,395.77,'\'(55.2-67.6]\'',k,91,48,dobra
13,935,0,300,'\'(55.2-67.6]\'',k,132,48,zla
13,1872,5,700,'\'(55.2-67.6]\'',k,35,48,dobra
11,2327.94,1,500,'\'(-inf-30.4]\'',m,35,48,dobra
13,865,5,200,'\'(67.6-inf)\'',k,128,48,dobra
11,2400,4,500,'\'(30.4-42.8]\'',k,113,48,dobra
11,992.84,5,300,'\'(42.8-55.2]\'',k,121,48,dobra
13,992.96,1,200,'\'(55.2-67.6]\'',k,12,48,dobra
11,1000,5,300,'\'(-inf-30.4]\'',m,57,48,dobra
12,1000,0,300,'\'(42.8-55.2]\'',k,45,48,dobra
98,911,5,300,'\'(42.8-55.2]\'',k,98,48,dobra
12,1865,2,200,'\'(30.4-42.8]\'',k,20,21,dobra
11,2100,4,500,'\'(55.2-67.6]\'',m,187,48,dobra
13,984,0,200,'\'(55.2-67.6]\'',k,11,48,dobra
99,780,1,200,'\'(55.2-67.6]\'',k,1,3,dobra
13,815,0,500,'\'(55.2-67.6]\'',k,144,48,dobra
11,1058,0,400,'\'(30.4-42.8]\'',m,14,48,dobra
13,1244.77,5,300,'\'(55.2-67.6]\'',k,39,48,dobra
11,2011,0,416.61,'\'(42.8-55.2]\'',m,211,48,dobra
12,1038.68,1,300,'\'(42.8-55.2]\'',k,21,26,dobra
13,1519,0,650,'\'(67.6-inf)\'',m,254,48,dobra
16,749.28,5,200,'\'(42.8-55.2]\'',k,65,48,dobra
11,1239.05,2,399.66,'\'(30.4-42.8]\'',k,204,48,dobra
13,1500,5,347.63,'\'(55.2-67.6]\'',m,23,48,dobra
11,1250,0,479.15,'\'(55.2-67.6]\'',m,65,48,dobra
11,2100,2,292.57,'\'(42.8-55.2]\'',m,38,48,dobra
13,1167.94,0,300,'\'(67.6-inf)\'',k,369,48,dobra
11,1000,0,275.97,'\'(30.4-42.8]\'',k,61,48,dobra
12,2100,0,500,'\'(30.4-42.8]\'',m,6,32,zla
17,990,1,500,'\'(42.8-55.2]\'',k,72,48,dobra
11,1300,5,200,'\'(30.4-42.8]\'',m,45,48,dobra
11,2080,1,500,'\'(42.8-55.2]\'',m,318,48,dobra
16,1045,4,200,'\'(42.8-55.2]\'',m,199,48,dobra
16,1473.04,2,400,'\'(55.2-67.6]\'',m,165,48,dobra
13,1426,5,300,'\'(67.6-inf)\'',m,77,48,dobra
98,980,4,200,'\'(55.2-67.6]\'',k,10,48,dobra
11,1400,1,299.28,'\'(42.8-55.2]\'',k,161,48,dobra
12,670,5,300,'\'(42.8-55.2]\'',m,9,11,dobra
11,1360,1,300,'\'(42.8-55.2]\'',m,120,48,dobra
11,1850,0,400,'\'(30.4-42.8]\'',m,30,48,zla
12,1100,0,200,'\'(-inf-30.4]\'',m,33,48,dobra
12,980,5,200,'\'(30.4-42.8]\'',k,10,15,dobra
13,1100,2,300,'\'(55.2-67.6]\'',k,105,48,dobra
11,967.64,4,200,'\'(42.8-55.2]\'',k,319,48,dobra
11,1600,0,300,'\'(42.8-55.2]\'',m,342,48,dobra
12,1000,5,400,'\'(42.8-55.2]\'',k,32,34,dobra
12,1000,5,400,'\'(55.2-67.6]\'',m,12,14,dobra
13,3700,5,582,'\'(55.2-67.6]\'',k,27,48,dobra
11,3200,5,600,'\'(42.8-55.2]\'',k,54,48,dobra
12,1428,0,900,'\'(-inf-30.4]\'',m,2,3,zla
13,1031,1,300,'\'(55.2-67.6]\'',k,122,48,dobra
13,2291,2,1000,'\'(67.6-inf)\'',k,72,48,dobra
13,2066,5,700,'\'(55.2-67.6]\'',k,130,48,dobra
13,1310,1,500,'\'(55.2-67.6]\'',k,79,48,dobra
12,1036,0,700,'\'(-inf-30.4]\'',m,5,9,zla
13,1287.66,4,200,'\'(55.2-67.6]\'',m,97,48,dobra
12,1428,0,500,'\'(-inf-30.4]\'',m,2,3,zla
13,1658,5,286.39,'\'(55.2-67.6]\'',k,30,48,dobra
16,634,4,200,'\'(55.2-67.6]\'',k,52,48,dobra
11,1540,2,600,'\'(30.4-42.8]\'',k,40,48,dobra
11,1400,5,200,'\'(42.8-55.2]\'',k,118,48,dobra
13,1233,4,200,'\'(55.2-67.6]\'',k,124,48,dobra
11,983.97,3,200,'\'(55.2-67.6]\'',k,79,48,dobra
99,2290.55,2,250,'\'(30.4-42.8]\'',k,19,20,dobra
12,1032,5,286.13,'\'(42.8-55.2]\'',k,39,40,dobra
13,866.46,2,200,'\'(67.6-inf)\'',k,196,48,dobra
12,599.03,4,200,'\'(30.4-42.8]\'',k,20,21,dobra
13,1977,3,700,'\'(55.2-67.6]\'',k,56,48,dobra
13,670,1,200,'\'(55.2-67.6]\'',k,67,48,dobra
13,976.76,0,200,'\'(55.2-67.6]\'',k,41,48,zla
16,533.37,0,600,'\'(55.2-67.6]\'',m,102,48,zla
13,803.86,5,200,'\'(67.6-inf)\'',k,159,48,dobra
13,562,1,300,'\'(67.6-inf)\'',m,82,48,dobra
13,1026,5,200,'\'(67.6-inf)\'',k,248,48,dobra
11,900,5,300,'\'(42.8-55.2]\'',k,94,48,dobra
13,3440,5,800,'\'(42.8-55.2]\'',k,52,48,dobra
16,2150,0,300,'\'(42.8-55.2]\'',m,82,48,dobra
13,1500,1,400,'\'(55.2-67.6]\'',k,61,48,dobra
13,1083.23,0,200,'\'(55.2-67.6]\'',k,98,48,dobra
11,1700,0,500,'\'(42.8-55.2]\'',m,310,48,zla
13,1300,2,300,'\'(67.6-inf)\'',k,194,48,dobra
99,1807,0,500,'\'(30.4-42.8]\'',m,0,11,zla
13,962,1,500,'\'(55.2-67.6]\'',k,66,48,dobra
11,2800,0,300,'\'(42.8-55.2]\'',k,10,48,dobra
11,1629,0,1000,'\'(-inf-30.4]\'',m,50,48,zla
98,4000,5,465.37,'\'(30.4-42.8]\'',k,20,48,dobra
11,1850,0,500,'\'(30.4-42.8]\'',m,56,48,dobra
16,2300,6,600,'\'(42.8-55.2]\'',k,64,48,dobra
11,2100,0,600,'\'(-inf-30.4]\'',k,24,48,dobra
98,6000,1,1000,'\'(30.4-42.8]\'',k,18,48,dobra
13,1420,1,300,'\'(67.6-inf)\'',m,54,48,dobra
11,1344.9,4,200,'\'(42.8-55.2]\'',k,47,48,dobra
13,1107,0,200.56,'\'(55.2-67.6]\'',k,16,48,dobra
13,1772.53,2,300,'\'(67.6-inf)\'',m,281,48,dobra
11,980.11,2,400,'\'(30.4-42.8]\'',k,46,48,dobra
13,3040,1,622.85,'\'(55.2-67.6]\'',m,202,48,dobra
16,1235,0,300,'\'(67.6-inf)\'',k,34,48,dobra
15,1100.79,0,300,'\'(55.2-67.6]\'',m,91,48,dobra
13,1162,5,200,'\'(55.2-67.6]\'',m,222,48,dobra
13,1635,5,200,'\'(55.2-67.6]\'',k,121,48,dobra
13,917,3,300,'\'(55.2-67.6]\'',k,77,48,dobra
13,1019,0,300,'\'(67.6-inf)\'',k,134,48,dobra
16,1411,2,400,'\'(55.2-67.6]\'',k,67,48,dobra
98,1200,5,284.19,'\'(30.4-42.8]\'',k,47,48,dobra
11,2500,1,996,'\'(42.8-55.2]\'',m,205,48,dobra
12,1800,0,300,'\'(-inf-30.4]\'',m,5,6,dobra
16,1500,0,300,'\'(42.8-55.2]\'',k,3,48,dobra
13,2120,0,800,'\'(67.6-inf)\'',k,120,48,dobra
11,1738.57,0,300,'\'(42.8-55.2]\'',k,58,48,dobra
12,1030,0,300,'\'(42.8-55.2]\'',m,10,48,zla
11,2800,5,300,'\'(42.8-55.2]\'',k,61,48,dobra
13,2474,0,1000,'\'(55.2-67.6]\'',m,16,48,dobra
11,2050,0,530,'\'(30.4-42.8]\'',m,119,48,dobra
13,1000,2,300,'\'(67.6-inf)\'',k,65,48,dobra
11,2284.23,0,200,'\'(42.8-55.2]\'',m,301,48,dobra
13,2031,0,400,'\'(55.2-67.6]\'',m,159,48,zla
13,1700,0,200,'\'(67.6-inf)\'',m,15,48,dobra
98,4293,0,400,'\'(42.8-55.2]\'',m,179,48,dobra
11,3641,0,200,'\'(42.8-55.2]\'',k,144,48,dobra
13,714,6,399.72,'\'(55.2-67.6]\'',k,223,48,dobra
13,1000,0,250,'\'(67.6-inf)\'',k,212,48,dobra
13,1013.74,5,460,'\'(55.2-67.6]\'',k,114,48,dobra
13,840,3,400,'\'(55.2-67.6]\'',k,114,48,dobra
13,1530,0,800,'\'(55.2-67.6]\'',k,26,48,dobra
11,2470,2,495.15,'\'(30.4-42.8]\'',m,67,48,dobra
11,2500,1,500,'\'(42.8-55.2]\'',k,234,48,dobra
12,1048.27,0,200,'\'(30.4-42.8]\'',k,4,19,dobra
16,1313.41,5,200,'\'(55.2-67.6]\'',m,29,48,dobra
16,837,4,350,'\'(55.2-67.6]\'',m,232,48,dobra
11,1500,4,400,'\'(55.2-67.6]\'',k,86,48,dobra
11,2200,1,1000,'\'(30.4-42.8]\'',k,38,48,dobra
12,1900,0,800,'\'(30.4-42.8]\'',m,8,11,zla
12,1250,0,400,'\'(42.8-55.2]\'',k,49,48,zla
11,3300,2,300,'\'(42.8-55.2]\'',m,238,48,dobra
13,1129.46,0,300,'\'(67.6-inf)\'',m,187,48,zla
13,960,5,315.49,'\'(67.6-inf)\'',m,141,48,dobra
11,2700,5,423.23,'\'(30.4-42.8]\'',m,16,48,dobra
12,1574.45,4,365.96,'\'(42.8-55.2]\'',m,32,35,dobra
17,547.89,2,350,'\'(55.2-67.6]\'',k,57,48,zla
13,1027,1,300,'\'(67.6-inf)\'',k,193,48,dobra
11,2050,1,799.85,'\'(30.4-42.8]\'',k,30,48,zla
13,1817.24,4,400,'\'(55.2-67.6]\'',k,19,48,dobra
16,980,5,407.31,'\'(67.6-inf)\'',k,132,48,dobra
11,3200,5,593.94,'\'(42.8-55.2]\'',m,190,48,dobra
11,2200,0,300,'\'(30.4-42.8]\'',k,12,48,dobra
12,1675,5,550,'\'(42.8-55.2]\'',k,10,11,dobra
16,1389,0,300,'\'(55.2-67.6]\'',k,92,48,dobra
17,684,5,900,'\'(55.2-67.6]\'',k,191,48,dobra
11,1460.17,2,200,'\'(42.8-55.2]\'',m,62,48,dobra
13,930,2,670,'\'(55.2-67.6]\'',k,95,48,dobra
12,1100,5,235.97,'\'(55.2-67.6]\'',m,23,36,dobra
13,729.03,6,450,'\'(67.6-inf)\'',k,258,48,dobra
12,1883,0,500,'\'(-inf-30.4]\'',m,30,37,zla
13,930,6,700,'\'(55.2-67.6]\'',k,132,48,dobra
13,975,5,200,'\'(55.2-67.6]\'',k,28,48,dobra
12,600,6,399.72,'\'(42.8-55.2]\'',m,10,27,dobra
11,1320,5,500,'\'(42.8-55.2]\'',m,343,48,dobra
13,1170,4,389.72,'\'(55.2-67.6]\'',k,79,48,dobra
12,1032.34,5,200,'\'(30.4-42.8]\'',k,6,11,dobra
16,959.6,5,200,'\'(67.6-inf)\'',k,116,48,dobra
13,720.19,3,200,'\'(55.2-67.6]\'',k,94,48,dobra
13,1212,5,500,'\'(55.2-67.6]\'',k,55,48,dobra
16,1740,2,200,'\'(42.8-55.2]\'',k,115,48,dobra
11,1900,1,693.7,'\'(30.4-42.8]\'',k,209,48,dobra
13,1474.55,4,400,'\'(55.2-67.6]\'',k,66,48,dobra
13,1213,0,400,'\'(42.8-55.2]\'',k,51,48,dobra
16,1045.6,6,339.72,'\'(42.8-55.2]\'',k,13,48,dobra
11,1800,5,300,'\'(30.4-42.8]\'',m,166,48,dobra
12,1027,5,300,'\'(30.4-42.8]\'',k,10,48,dobra
11,2000,0,400,'\'(55.2-67.6]\'',m,71,48,dobra
13,997,5,200,'\'(55.2-67.6]\'',k,80,48,dobra
12,1350,5,200,'\'(42.8-55.2]\'',k,23,24,dobra
13,1189,5,265.58,'\'(55.2-67.6]\'',k,71,48,dobra
13,2000,0,563.44,'\'(67.6-inf)\'',m,46,48,dobra
11,5800,5,1000,'\'(42.8-55.2]\'',k,55,48,dobra
13,1362,5,500,'\'(55.2-67.6]\'',k,57,48,dobra
12,1500,2,800,'\'(30.4-42.8]\'',m,34,35,dobra
11,2105,0,500,'\'(42.8-55.2]\'',k,24,48,zla
16,1132,2,300,'\'(55.2-67.6]\'',k,98,48,dobra
13,1295.37,1,300,'\'(67.6-inf)\'',m,308,48,dobra
13,936,3,300,'\'(55.2-67.6]\'',k,32,48,dobra
11,1888.27,0,375.81,'\'(-inf-30.4]\'',m,78,48,dobra
11,1290,5,600,'\'(30.4-42.8]\'',k,20,48,dobra
11,2470,6,426.61,'\'(42.8-55.2]\'',k,355,48,dobra
13,616,5,200,'\'(67.6-inf)\'',k,247,48,dobra
11,2800,5,600,'\'(42.8-55.2]\'',k,320,48,dobra
11,1900,0,600,'\'(-inf-30.4]\'',m,59,48,zla
13,640,2,500,'\'(67.6-inf)\'',k,140,48,dobra
13,1137.19,5,400,'\'(55.2-67.6]\'',k,97,48,dobra
11,1172.2,5,200,'\'(55.2-67.6]\'',k,38,48,dobra
13,951,5,500,'\'(67.6-inf)\'',k,163,48,dobra
98,3014,0,500,'\'(30.4-42.8]\'',m,103,48,dobra
13,2612,0,2500,'\'(67.6-inf)\'',m,83,48,dobra
13,3900,6,300,'\'(42.8-55.2]\'',m,31,48,dobra
13,1800,0,450,'\'(67.6-inf)\'',k,118,48,dobra
17,864.6,1,250,'\'(42.8-55.2]\'',k,3,7,dobra
12,1200,5,300,'\'(30.4-42.8]\'',k,10,14,dobra
12,660,5,441.27,'\'(30.4-42.8]\'',k,13,38,zla
12,1050,4,283.31,'\'(42.8-55.2]\'',k,35,36,dobra
11,1400,0,400,'\'(42.8-55.2]\'',m,40,48,dobra
13,1559,0,250,'\'(55.2-67.6]\'',m,72,48,dobra
12,952.89,1,300,'\'(-inf-30.4]\'',m,24,26,dobra
11,1261.98,5,357.31,'\'(30.4-42.8]\'',m,37,48,dobra
13,1200,5,500,'\'(67.6-inf)\'',k,120,48,dobra
11,2927,4,412.88,'\'(30.4-42.8]\'',k,202,48,dobra
13,1350,4,242.28,'\'(55.2-67.6]\'',k,112,48,dobra
13,611,4,300,'\'(55.2-67.6]\'',k,140,48,dobra
13,900,0,500,'\'(55.2-67.6]\'',k,135,48,zla
13,730,4,200,'\'(67.6-inf)\'',k,562,48,dobra
13,1026,6,200,'\'(67.6-inf)\'',k,248,48,dobra
13,968,0,200,'\'(42.8-55.2]\'',k,82,48,zla
11,4000,6,400,'\'(42.8-55.2]\'',m,11,48,dobra
13,1130,5,300,'\'(55.2-67.6]\'',k,104,48,dobra
16,1589,1,400,'\'(55.2-67.6]\'',k,28,48,dobra
11,1300,0,600,'\'(42.8-55.2]\'',k,69,48,dobra
12,1386,0,200,'\'(30.4-42.8]\'',m,39,41,zla
11,1443,0,600,'\'(42.8-55.2]\'',k,35,48,dobra
11,2353,0,1654.61,'\'(42.8-55.2]\'',m,100,48,dobra
11,1842.86,4,400,'\'(55.2-67.6]\'',m,9,48,dobra
98,1357,0,500,'\'(42.8-55.2]\'',k,2,48,dobra
12,1000,6,200,'\'(-inf-30.4]\'',m,13,25,dobra
11,2000,0,600,'\'(42.8-55.2]\'',m,52,48,dobra
13,1090.14,5,400,'\'(55.2-67.6]\'',k,76,48,dobra
12,5000,0,500,'\'(30.4-42.8]\'',m,6,27,zla
11,1680,5,300,'\'(55.2-67.6]\'',k,386,48,dobra
11,1700,5,300,'\'(42.8-55.2]\'',m,40,48,zla
12,1000,3,300,'\'(42.8-55.2]\'',m,44,48,dobra
13,1210,1,305,'\'(55.2-67.6]\'',k,139,48,zla
11,1590,0,400,'\'(-inf-30.4]\'',m,54,48,dobra
13,1240,2,300,'\'(55.2-67.6]\'',k,71,48,dobra
12,2500,4,800,'\'(55.2-67.6]\'',m,6,10,dobra
11,1030,0,400,'\'(42.8-55.2]\'',k,164,48,zla
13,1700,5,500,'\'(67.6-inf)\'',m,15,48,dobra
11,1286.16,2,300,'\'(30.4-42.8]\'',k,118,48,dobra
98,3000,2,1500,'\'(55.2-67.6]\'',m,70,48,dobra
13,1000,5,500,'\'(55.2-67.6]\'',k,69,48,dobra
13,1291.18,6,378.91,'\'(67.6-inf)\'',k,80,48,dobra
12,1700,6,400,'\'(42.8-55.2]\'',k,56,48,dobra
11,1348.95,0,350,'\'(67.6-inf)\'',k,115,48,dobra
17,985,6,200,'\'(-inf-30.4]\'',m,14,17,dobra
16,685,1,200,'\'(42.8-55.2]\'',k,42,48,dobra
98,5000,1,600,'\'(30.4-42.8]\'',k,85,48,dobra
13,1134.96,2,200,'\'(67.6-inf)\'',k,162,48,dobra
13,1239.98,3,300,'\'(67.6-inf)\'',k,256,48,dobra
11,1400,0,200,'\'(42.8-55.2]\'',k,26,48,dobra
13,864.34,0,500,'\'(42.8-55.2]\'',m,157,48,dobra
13,1503,0,350,'\'(55.2-67.6]\'',m,167,48,zla
11,1021.1,0,400,'\'(30.4-42.8]\'',k,70,48,zla
11,3000,6,300,'\'(55.2-67.6]\'',m,213,48,dobra
11,2349,0,800,'\'(-inf-30.4]\'',m,22,48,zla
12,1100,0,300,'\'(-inf-30.4]\'',k,15,48,zla
11,1800,2,400,'\'(42.8-55.2]\'',m,260,48,dobra
12,3500,0,600,'\'(42.8-55.2]\'',m,188,48,dobra
11,2024.14,0,1000,'\'(-inf-30.4]\'',m,29,48,zla
13,910,6,200,'\'(55.2-67.6]\'',k,71,48,dobra
13,722.05,5,200,'\'(67.6-inf)\'',k,198,48,dobra
13,1870,1,400,'\'(67.6-inf)\'',m,86,48,dobra
11,2107.76,0,1000,'\'(42.8-55.2]\'',m,121,48,zla
11,2245.01,0,500,'\'(42.8-55.2]\'',k,147,48,dobra
13,2282,2,300,'\'(55.2-67.6]\'',k,26,48,dobra
16,1770,6,500,'\'(55.2-67.6]\'',m,90,48,dobra
13,1684,5,367.31,'\'(55.2-67.6]\'',k,21,48,dobra
12,830.46,4,700,'\'(42.8-55.2]\'',k,46,48,dobra
11,2300,0,1000,'\'(30.4-42.8]\'',m,51,48,zla
11,2094.17,2,200,'\'(42.8-55.2]\'',m,242,48,dobra
13,1050,6,600,'\'(55.2-67.6]\'',k,140,48,dobra
13,1820,1,1000,'\'(55.2-67.6]\'',k,70,48,dobra
11,980,1,400,'\'(42.8-55.2]\'',k,201,48,dobra
13,12220,4,200,'\'(55.2-67.6]\'',m,72,48,dobra
11,1721.7,6,345.97,'\'(42.8-55.2]\'',k,121,48,dobra
11,1700,5,250,'\'(42.8-55.2]\'',k,307,48,dobra
16,1600,2,200,'\'(55.2-67.6]\'',k,25,48,zla
13,785,2,200,'\'(67.6-inf)\'',k,65,48,dobra
12,1030,0,400,'\'(-inf-30.4]\'',k,29,35,zla
13,820,0,500,'\'(55.2-67.6]\'',k,32,48,dobra
13,1442.43,1,300,'\'(67.6-inf)\'',k,142,48,dobra
13,1611,0,200,'\'(55.2-67.6]\'',m,142,48,dobra
13,1280,6,290,'\'(55.2-67.6]\'',k,18,48,dobra
11,2100,1,300,'\'(42.8-55.2]\'',m,51,48,dobra
13,850,5,400,'\'(55.2-67.6]\'',k,68,48,dobra
13,3900,1,400,'\'(55.2-67.6]\'',m,115,48,dobra
17,1200,6,200,'\'(-inf-30.4]\'',k,166,48,dobra
11,2700,1,490,'\'(-inf-30.4]\'',m,65,48,dobra
13,2125.11,0,200,'\'(67.6-inf)\'',k,142,48,zla
13,3600,0,700,'\'(55.2-67.6]\'',m,87,48,dobra
12,1100,2,200,'\'(-inf-30.4]\'',k,16,17,dobra
12,1400,0,200,'\'(-inf-30.4]\'',m,2,3,dobra
13,1500,0,500,'\'(42.8-55.2]\'',m,87,48,dobra
13,1883.53,0,500,'\'(55.2-67.6]\'',k,48,48,dobra
12,1952.35,1,500,'\'(42.8-55.2]\'',m,5,11,dobra
99,1393.85,4,200,'\'(-inf-30.4]\'',m,6,6,zla
11,2709.34,6,314.83,'\'(30.4-42.8]\'',k,182,48,dobra
11,1800,1,600,'\'(30.4-42.8]\'',k,53,48,dobra
11,3898,1,500,'\'(30.4-42.8]\'',m,182,48,dobra
13,965,5,200,'\'(67.6-inf)\'',k,246,48,dobra
11,1577.42,0,438.67,'\'(42.8-55.2]\'',k,206,48,dobra
13,1800,0,400,'\'(55.2-67.6]\'',k,70,48,dobra
11,3000,0,500,'\'(42.8-55.2]\'',k,94,48,dobra
12,990.34,0,200,'\'(42.8-55.2]\'',k,57,48,dobra
11,932.34,6,200,'\'(42.8-55.2]\'',k,396,48,dobra
11,1566.82,0,300,'\'(42.8-55.2]\'',m,350,48,dobra
11,1493.98,5,200,'\'(42.8-55.2]\'',k,362,48,dobra
12,1521,2,200,'\'(-inf-30.4]\'',m,21,30,dobra
11,2200,0,500,'\'(-inf-30.4]\'',m,115,48,zla
17,596.17,0,300,'\'(-inf-30.4]\'',k,2,23,zla
13,1672.59,0,200,'\'(55.2-67.6]\'',m,23,48,dobra
11,1300,0,300,'\'(42.8-55.2]\'',m,453,48,dobra
98,1256,0,500,'\'(30.4-42.8]\'',m,70,48,dobra
11,1730.13,4,400,'\'(55.2-67.6]\'',k,194,48,dobra
13,1900,6,500,'\'(55.2-67.6]\'',m,151,48,dobra
11,3178.76,1,700,'\'(30.4-42.8]\'',k,122,48,dobra
11,3100,1,700,'\'(30.4-42.8]\'',k,122,48,dobra
11,1700,5,600,'\'(42.8-55.2]\'',k,90,48,dobra
13,1014,0,300,'\'(55.2-67.6]\'',k,184,48,dobra
13,860,0,780,'\'(55.2-67.6]\'',k,81,48,dobra
98,3000,2,389.72,'\'(42.8-55.2]\'',k,86,48,dobra
12,1447,6,500,'\'(-inf-30.4]\'',k,23,24,dobra
17,728,6,200,'\'(-inf-30.4]\'',m,101,48,dobra
13,1801.41,1,515.96,'\'(55.2-67.6]\'',k,39,48,dobra
13,810,6,300,'\'(55.2-67.6]\'',k,34,48,dobra
11,2500,0,600,'\'(42.8-55.2]\'',m,375,48,dobra
