@relation chwilowki

@attribute status_pozyczki {splacona_cz,splacona,odmowa,windykacja,windykacja_sp} 
@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie {1,0,2,3,4,5,6} 
@attribute kwota_kredytu real
@attribute wiek numeric
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute opoznienie_splaty numeric

@data
splacona,11,2505,1,200,40,k,164,48,0
splacona_cz,11,1493.98,4,200,47,k,361,48,0
splacona_cz,11,1730.13,3,400,56,k,193,48,0
splacona,13,1425,0,400,60,k,79,48,0
splacona,13,910.33,4,200,73,m,163,48,0
splacona,13,1180,0,300,74,m,140,48,0
splacona,98,1256,0,400,35,m,69,48,0
splacona_cz,13,1442.43,0,300,79,k,141,48,0
splacona,17,1100,3,200,56,k,27,33,2
splacona_cz,98,3000,1,400,52,k,85,48,0
splacona_cz,11,3178.76,0,700,37,k,121,48,0
splacona_cz,11,3100,0,700,32,k,121,48,0
splacona_cz,13,1900,1,400,75,k,121,48,1
splacona,11,1443,5,600,43,k,34,48,0
splacona_cz,12,1521,1,200,30,m,20,30,0
windykacja_sp,16,1090,0,400,59,k,77,48,294
splacona_cz,13,1900,5,500,56,m,150,48,0
splacona_cz,17,728,5,200,27,m,100,48,0
splacona_cz,12,984.34,4,200,53,k,18,20,6
splacona,13,2110,5,300,66,m,101,48,1
odmowa,11,1682,0,800,37,k,96,48,0
odmowa,12,1033.71,0,200,57,m,8,9,0
splacona_cz,11,1800,5,500,49,k,53,48,0
odmowa,12,990.59,0,300,36,m,74,48,0
splacona_cz,13,1573,0,300,67,m,89,48,12
splacona_cz,99,1100,2,200,53,k,52,48,1
splacona_cz,13,1601.87,1,349.66,64,m,45,48,1
splacona_cz,16,634.64,4,300,57,k,136,48,4
splacona_cz,11,2200,0,1000,33,k,37,48,0
splacona,12,1634,3,297.86,22,k,12,15,12
windykacja_sp,13,2112,0,500,73,m,98,48,322
splacona_cz,13,5100,0,800,61,k,28,48,0
splacona_cz,16,2100,0,250,57,k,39,48,4
splacona,12,1210,0,200,52,m,7,9,14
splacona_cz,12,1500,4,300,22,k,4,5,3
splacona,12,1300,4,300,26,k,8,12,4
splacona_cz,13,1026,4,200,60,k,55,48,3
splacona_cz,13,1400,0,700,59,k,246,48,0
splacona_cz,13,1536,0,500,74,k,36,48,4
splacona_cz,13,1668,5,395.77,63,k,91,48,1
odmowa,13,935,0,300,66,k,132,48,0
splacona_cz,13,1872,5,700,58,k,35,48,3
splacona_cz,11,2327.94,1,500,24,m,35,48,5
splacona_cz,13,865,5,200,70,k,128,48,1
splacona_cz,11,2400,4,500,35,k,113,48,3
splacona_cz,11,992.84,5,300,49,k,121,48,0
splacona_cz,13,992.96,1,200,61,k,12,48,0
splacona_cz,11,1000,5,300,30,m,57,48,0
splacona_cz,12,1000,0,300,54,k,45,48,0
splacona_cz,98,911,5,300,46,k,98,48,2
splacona_cz,12,1865,2,200,31,k,20,21,11
splacona_cz,11,2100,4,500,60,m,187,48,0
splacona_cz,13,984,0,200,61,k,11,48,0
splacona_cz,99,780,1,200,57,k,1,3,0
splacona_cz,13,815,0,500,67,k,144,48,7
splacona_cz,11,1058,0,400,35,m,14,48,0
splacona,13,1244.77,5,300,58,k,39,48,14
splacona,11,2011,0,416.61,52,m,211,48,0
splacona_cz,12,1038.68,1,300,46,k,21,26,0
splacona,13,1519,0,650,78,m,254,48,0
splacona_cz,16,749.28,5,200,53,k,65,48,3
splacona_cz,11,1239.05,2,399.66,39,k,204,48,8
splacona_cz,13,1500,5,347.63,61,m,23,48,7
splacona_cz,11,1250,0,479.15,61,m,65,48,4
splacona_cz,11,2100,2,292.57,54,m,38,48,2
splacona_cz,13,1167.94,0,300,79,k,369,48,1
splacona_cz,11,1000,0,275.97,41,k,61,48,4
odmowa,12,2100,0,500,36,m,6,32,0
splacona_cz,17,990,1,500,50,k,72,48,2
splacona,11,1300,5,200,39,m,45,48,0
splacona,11,2080,1,500,53,m,318,48,2
splacona_cz,16,1045,4,200,50,m,199,48,0
splacona_cz,16,1473.04,2,400,65,m,165,48,1
splacona_cz,13,1426,5,300,71,m,77,48,0
splacona_cz,98,980,4,200,56,k,10,48,0
splacona_cz,11,1400,1,299.28,52,k,161,48,0
splacona,12,670,5,300,45,m,9,11,0
splacona_cz,11,1360,1,300,46,m,120,48,0
odmowa,11,1850,0,400,41,m,30,48,0
splacona_cz,12,1100,0,200,26,m,33,48,0
splacona_cz,12,980,5,200,31,k,10,15,1
splacona_cz,13,1100,2,300,63,k,105,48,0
splacona,11,967.64,4,200,48,k,319,48,302
splacona,11,1600,0,300,48,m,342,48,10
splacona_cz,12,1000,5,400,50,k,32,34,2
splacona_cz,12,1000,5,400,60,m,12,14,2
splacona_cz,13,3700,5,582,62,k,27,48,0
splacona_cz,11,3200,5,600,51,k,54,48,6
odmowa,12,1428,0,900,27,m,2,3,0
splacona,13,1031,1,300,66,k,122,48,0
splacona_cz,13,2291,2,1000,69,k,72,48,28
splacona_cz,13,2066,5,700,61,k,130,48,3
splacona_cz,13,1310,1,500,61,k,79,48,0
odmowa,12,1036,0,700,19,m,5,9,0
splacona_cz,13,1287.66,4,200,63,m,97,48,0
odmowa,12,1428,0,500,27,m,2,3,0
splacona_cz,13,1658,5,286.39,59,k,30,48,3
splacona_cz,16,634,4,200,58,k,52,48,0
splacona,11,1540,2,600,33,k,40,48,4
splacona_cz,11,1400,5,200,54,k,118,48,1
splacona_cz,13,1233,4,200,63,k,124,48,0
splacona,11,983.97,3,200,57,k,79,48,10
splacona_cz,99,2290.55,2,250,42,k,19,20,0
splacona_cz,12,1032,5,286.13,46,k,39,40,0
splacona,13,866.46,2,200,73,k,196,48,4
splacona_cz,12,599.03,4,200,37,k,20,21,8
splacona_cz,13,1977,3,700,61,k,56,48,18
splacona_cz,13,670,1,200,65,k,67,48,7
odmowa,13,976.76,0,200,58,k,41,48,0
odmowa,16,533.37,0,600,64,m,102,48,0
splacona_cz,13,803.86,5,200,68,k,159,48,0
splacona_cz,13,562,1,300,71,m,82,48,5
splacona,13,1026,5,200,74,k,248,48,0
splacona_cz,11,900,5,300,46,k,94,48,2
splacona_cz,13,3440,5,800,55,k,52,48,2
splacona,16,2150,0,300,50,m,82,48,0
splacona_cz,13,1500,1,400,60,k,61,48,0
splacona,13,1083.23,0,200,58,k,98,48,3
odmowa,11,1700,0,500,44,m,310,48,0
splacona_cz,13,1300,2,300,77,k,194,48,0
odmowa,99,1807,0,500,31,m,0,11,0
splacona_cz,13,962,1,500,62,k,66,48,12
splacona_cz,11,2800,0,300,55,k,10,48,0
odmowa,11,1629,0,1000,28,m,50,48,0
splacona_cz,98,4000,5,465.37,35,k,20,48,9
splacona_cz,11,1850,0,500,35,m,56,48,3
splacona_cz,16,2300,6,600,55,k,64,48,0
splacona_cz,11,2100,0,600,27,k,24,48,0
splacona_cz,98,6000,1,1000,41,k,18,48,0
splacona,13,1420,1,300,70,m,54,48,0
splacona_cz,11,1344.9,4,200,45,k,47,48,2
splacona,13,1107,0,200.56,60,k,16,48,0
splacona_cz,13,1772.53,2,300,71,m,281,48,2
splacona_cz,11,980.11,2,400,34,k,46,48,8
splacona_cz,13,3040,1,622.85,65,m,202,48,0
splacona_cz,16,1235,0,300,70,k,34,48,0
splacona_cz,15,1100.79,0,300,62,m,91,48,0
splacona_cz,13,1162,5,200,62,m,222,48,0
splacona_cz,13,1635,5,200,60,k,121,48,0
splacona,13,917,3,300,63,k,77,48,4
splacona,13,1019,0,300,68,k,134,48,0
splacona_cz,16,1411,2,400,60,k,67,48,1
splacona_cz,98,1200,5,284.19,38,k,47,48,0
splacona_cz,11,2500,1,996,47,m,205,48,1
splacona,12,1800,0,300,29,m,5,6,0
splacona_cz,16,1500,0,300,54,k,3,48,0
splacona_cz,13,2120,0,800,68,k,120,48,0
splacona_cz,11,1738.57,0,300,43,k,58,48,3
windykacja,12,1030,0,300,51,m,10,48,880
splacona_cz,11,2800,5,300,54,k,61,48,0
splacona_cz,13,2474,0,1000,62,m,16,48,2
splacona_cz,11,2050,0,530,32,m,119,48,7
splacona_cz,13,1000,2,300,70,k,65,48,0
splacona_cz,11,2284.23,0,200,43,m,301,48,0
windykacja,13,2031,0,400,58,m,159,48,878
splacona_cz,13,1700,0,200,72,m,15,48,7
splacona,98,4293,0,400,51,m,179,48,0
splacona,11,3641,0,200,53,k,144,48,0
splacona_cz,13,714,6,399.72,62,k,223,48,0
splacona,13,1000,0,250,75,k,212,48,0
splacona_cz,13,1013.74,5,460,65,k,114,48,1
splacona_cz,13,840,3,400,64,k,114,48,2
splacona,13,1530,0,800,57,k,26,48,0
splacona_cz,11,2470,2,495.15,38,m,67,48,5
splacona_cz,11,2500,1,500,49,k,234,48,0
splacona,12,1048.27,0,200,39,k,4,19,4
splacona,16,1313.41,5,200,62,m,29,48,229
splacona_cz,16,837,4,350,61,m,232,48,0
splacona_cz,11,1500,4,400,58,k,86,48,0
splacona_cz,11,2200,1,1000,33,k,38,48,0
odmowa,12,1900,0,800,32,m,8,11,0
odmowa,12,1250,0,400,46,k,49,48,0
splacona,11,3300,2,300,44,m,238,48,0
odmowa,13,1129.46,0,300,75,m,187,48,0
splacona_cz,13,960,5,315.49,73,m,141,48,0
splacona_cz,11,2700,5,423.23,31,m,16,48,7
splacona,12,1574.45,4,365.96,47,m,32,35,6
windykacja,17,547.89,2,350,56,k,57,48,876
splacona_cz,13,1027,1,300,68,k,193,48,0
windykacja,11,2050,1,799.85,33,k,30,48,876
splacona,13,1817.24,4,400,57,k,19,48,3
splacona,16,980,5,407.31,68,k,132,48,0
splacona_cz,11,3200,5,593.94,52,m,190,48,0
splacona,11,2200,0,300,33,k,12,48,0
splacona_cz,12,1675,5,550,54,k,10,11,3
splacona_cz,16,1389,0,300,63,k,92,48,0
splacona_cz,17,684,5,900,58,k,191,48,0
splacona_cz,11,1460.17,2,200,55,m,62,48,1
splacona_cz,13,930,2,670,63,k,95,48,0
splacona_cz,12,1100,5,235.97,65,m,23,36,0
splacona_cz,13,729.03,6,450,70,k,258,48,0
odmowa,12,1883,0,500,27,m,30,37,0
splacona,13,930,6,700,65,k,132,48,0
splacona_cz,13,975,5,200,61,k,28,48,0
splacona_cz,12,600,6,399.72,47,m,10,27,0
splacona_cz,11,1320,5,500,53,m,343,48,0
splacona_cz,13,1170,4,389.72,61,k,79,48,0
splacona_cz,12,1032.34,5,200,31,k,6,11,11
splacona_cz,16,959.6,5,200,69,k,116,48,5
splacona_cz,13,720.19,3,200,67,k,94,48,0
splacona_cz,13,1212,5,500,60,k,55,48,0
splacona,16,1740,2,200,53,k,115,48,0
splacona_cz,11,1900,1,693.7,38,k,209,48,3
splacona,13,1474.55,4,400,62,k,66,48,6
splacona_cz,13,1213,0,400,53,k,51,48,2
splacona_cz,16,1045.6,6,339.72,54,k,13,48,0
splacona_cz,11,1800,5,300,33,m,166,48,2
splacona_cz,12,1027,5,300,39,k,10,48,0
splacona_cz,11,2000,0,400,59,m,71,48,0
splacona_cz,13,997,5,200,61,k,80,48,0
splacona,12,1350,5,200,55,k,23,24,2
splacona_cz,13,1189,5,265.58,62,k,71,48,0
splacona_cz,13,2000,0,563.44,68,m,46,48,10
splacona_cz,11,5800,5,1000,47,k,55,48,2
splacona_cz,13,1362,5,500,61,k,57,48,1
splacona_cz,12,1500,2,800,35,m,34,35,1
windykacja,11,2105,0,500,44,k,24,48,871
splacona_cz,16,1132,2,300,64,k,98,48,13
splacona_cz,13,1295.37,1,300,71,m,308,48,0
splacona_cz,13,936,3,300,60,k,32,48,0
splacona_cz,11,1888.27,0,375.81,29,m,78,48,3
splacona_cz,11,1290,5,600,32,k,20,48,5
splacona,11,2470,6,426.61,49,k,355,48,0
splacona_cz,13,616,5,200,75,k,247,48,3
splacona_cz,11,2800,5,600,49,k,320,48,1
odmowa,11,1900,0,600,29,m,59,48,0
splacona,13,640,2,500,72,k,140,48,0
splacona_cz,13,1137.19,5,400,66,k,97,48,0
splacona_cz,11,1172.2,5,200,56,k,38,48,0
splacona_cz,13,951,5,500,73,k,163,48,15
splacona,98,3014,0,500,42,m,103,48,6
splacona,13,2612,0,2500,72,m,83,48,0
splacona_cz,13,3900,6,300,49,m,31,48,0
splacona_cz,13,1800,0,450,69,k,118,48,0
splacona,17,864.6,1,250,54,k,3,7,0
splacona_cz,12,1200,5,300,35,k,10,14,0
windykacja_sp,12,660,5,441.27,40,k,13,38,6
splacona_cz,12,1050,4,283.31,52,k,35,36,0
splacona_cz,11,1400,0,400,51,m,40,48,9
splacona_cz,13,1559,0,250,65,m,72,48,0
splacona_cz,12,952.89,1,300,21,m,24,26,8
splacona_cz,11,1261.98,5,357.31,40,m,37,48,1
splacona_cz,13,1200,5,500,70,k,120,48,6
splacona_cz,11,2927,4,412.88,38,k,202,48,5
splacona_cz,13,1350,4,242.28,65,k,112,48,1
splacona_cz,13,611,4,300,57,k,140,48,1
odmowa,13,900,0,500,64,k,135,48,0
splacona_cz,13,730,4,200,72,k,562,48,0
splacona,13,1026,6,200,74,k,248,48,0
odmowa,13,968,0,200,53,k,82,48,0
splacona_cz,11,4000,6,400,53,m,11,48,0
splacona,13,1130,5,300,62,k,104,48,0
splacona,16,1589,1,400,58,k,28,48,15
splacona_cz,11,1300,0,600,54,k,69,48,6
odmowa,12,1386,0,200,33,m,39,41,0
splacona_cz,11,1443,0,600,43,k,35,48,1
splacona_cz,11,2353,0,1654.61,48,m,100,48,15
splacona_cz,11,1842.86,4,400,56,m,9,48,0
splacona,98,1357,0,500,48,k,2,48,0
splacona,12,1000,6,200,24,m,13,25,0
splacona,11,2000,0,600,46,m,52,48,0
splacona_cz,13,1090.14,5,400,61,k,76,48,4
windykacja,12,5000,0,500,33,m,6,27,869
splacona_cz,11,1680,5,300,57,k,386,48,6
windykacja,11,1700,5,300,54,m,40,48,869
splacona_cz,12,1000,3,300,50,m,44,48,0
windykacja,13,1210,1,305,65,k,139,48,869
splacona_cz,11,1590,0,400,29,m,54,48,4
splacona_cz,13,1240,2,300,58,k,71,48,6
splacona_cz,12,2500,4,800,57,m,6,10,3
odmowa,11,1030,0,400,55,k,164,48,0
splacona_cz,13,1700,5,500,72,m,15,48,0
splacona,11,1286.16,2,300,42,k,118,48,0
splacona,98,3000,2,1500,57,m,70,48,17
splacona_cz,13,1000,5,500,60,k,69,48,0
splacona_cz,13,1291.18,6,378.91,70,k,80,48,12
splacona_cz,12,1700,6,400,54,k,56,48,0
splacona_cz,11,1348.95,0,350,73,k,115,48,6
splacona_cz,17,985,6,200,20,m,14,17,0
splacona,16,685,1,200,52,k,42,48,0
splacona_cz,98,5000,1,600,41,k,85,48,6
splacona,13,1134.96,2,200,68,k,162,48,13
splacona_cz,13,1239.98,3,300,78,k,256,48,0
splacona,11,1400,0,200,43,k,26,48,0
splacona_cz,13,864.34,0,500,47,m,157,48,0
windykacja_sp,13,1503,0,350,61,m,167,48,18
odmowa,11,1021.1,0,400,40,k,70,48,0
splacona_cz,11,3000,6,300,60,m,213,48,0
odmowa,11,2349,0,800,24,m,22,48,0
odmowa,12,1100,0,300,21,k,15,48,0
splacona_cz,11,1800,2,400,51,m,260,48,3
splacona_cz,12,3500,0,600,45,m,188,48,0
odmowa,11,2024.14,0,1000,23,m,29,48,0
splacona,13,910,6,200,66,k,71,48,0
splacona_cz,13,722.05,5,200,71,k,198,48,0
splacona_cz,13,1870,1,400,72,m,86,48,1
odmowa,11,2107.76,0,1000,54,m,121,48,0
splacona_cz,11,2245.01,0,500,44,k,147,48,4
splacona,13,2282,2,300,61,k,26,48,0
splacona_cz,16,1770,6,500,58,m,90,48,1
splacona_cz,13,1684,5,367.31,61,k,21,48,21
splacona_cz,12,830.46,4,700,47,k,46,48,1
odmowa,11,2300,0,1000,31,m,51,48,0
splacona_cz,11,2094.17,2,200,53,m,242,48,4
splacona_cz,13,1050,6,600,61,k,140,48,0
splacona,13,1820,1,1000,61,k,70,48,0
splacona,11,980,1,400,48,k,201,48,0
splacona_cz,13,12220,4,200,57,m,72,48,8
splacona_cz,11,1721.7,6,345.97,54,k,121,48,2
splacona_cz,11,1700,5,250,51,k,307,48,2
windykacja_sp,16,1600,2,200,63,k,25,48,323
splacona_cz,13,785,2,200,72,k,65,48,0
odmowa,12,1030,0,400,26,k,29,35,0
splacona_cz,13,820,0,500,62,k,32,48,0
splacona_cz,13,1442.43,1,300,79,k,142,48,0
splacona_cz,13,1611,0,200,65,m,142,48,1
splacona_cz,13,1280,6,290,61,k,18,48,1
splacona_cz,11,2100,1,300,45,m,51,48,2
splacona_cz,13,850,5,400,66,k,68,48,2
splacona,13,3900,1,400,59,m,115,48,1
splacona,17,1200,6,200,25,k,166,48,0
splacona,11,2700,1,490,30,m,65,48,1
odmowa,13,2125.11,0,200,72,k,142,48,0
splacona_cz,13,3600,0,700,57,m,87,48,0
splacona_cz,12,1100,2,200,26,k,16,17,0
splacona_cz,12,1400,0,200,27,m,2,3,0
splacona_cz,13,1500,0,500,47,m,87,48,0
splacona,13,1883.53,0,500,58,k,48,48,0
splacona,12,1952.35,1,500,44,m,5,11,5
windykacja,99,1393.85,4,200,29,m,6,6,863
splacona_cz,11,2709.34,6,314.83,35,k,182,48,0
splacona,11,1800,1,600,39,k,53,48,18
splacona_cz,11,3898,1,500,36,m,182,48,6
splacona_cz,13,965,5,200,75,k,246,48,0
splacona,11,1577.42,0,438.67,50,k,206,48,13
splacona_cz,13,1800,0,400,60,k,70,48,0
splacona_cz,11,3000,0,500,45,k,94,48,0
splacona,12,990.34,0,200,46,k,57,48,12
splacona,11,932.34,6,200,51,k,396,48,214
splacona,11,1566.82,0,300,46,m,350,48,13
splacona,11,1493.98,5,200,47,k,362,48,181
splacona_cz,12,1521,2,200,30,m,21,30,6
odmowa,11,2200,0,500,30,m,115,48,0
odmowa,17,596.17,0,300,19,k,2,23,0
splacona,13,1672.59,0,200,62,m,23,48,13
splacona,11,1300,0,300,53,m,453,48,0
splacona,98,1256,0,500,35,m,70,48,291
splacona,11,1730.13,4,400,56,k,194,48,18
splacona_cz,13,1900,6,500,56,m,151,48,4
splacona_cz,11,3178.76,1,700,37,k,122,48,4
splacona_cz,11,3100,1,700,32,k,122,48,4
splacona,11,1700,5,600,47,k,90,48,0
splacona_cz,13,1014,0,300,63,k,184,48,0
splacona_cz,13,860,0,780,63,k,81,48,6
splacona_cz,98,3000,2,389.72,52,k,86,48,0
splacona_cz,12,1447,6,500,29,k,23,24,5
splacona_cz,17,728,6,200,27,m,101,48,3
splacona_cz,13,1801.41,1,515.96,58,k,39,48,3
splacona_cz,13,810,6,300,60,k,34,48,0
splacona_cz,11,2500,0,600,49,m,375,48,3
splacona_cz,13,5100,1,800,61,k,29,48,0
splacona_cz,11,1800,6,500,49,k,54,48,3
windykacja_sp,11,800.51,0,400,38,k,21,48,332
splacona_cz,13,1900,2,400,75,k,122,48,0
splacona,16,588,2,428.68,55,m,423,48,6
splacona_cz,13,1601.87,2,349.66,64,m,46,48,2
splacona_cz,13,1162.41,0,400,68,m,105,48,0
splacona_cz,12,1963.88,5,400,44,m,7,8,8
splacona,13,819,0,200,57,m,58,48,0
splacona_cz,11,1900,0,1000,36,k,180,48,3
splacona,98,3178,0,316.68,43,m,202,48,71
splacona_cz,99,780,2,200,57,k,2,3,3
splacona_cz,99,1100,3,200,53,k,53,48,0
splacona,13,634.64,0,200,71,k,252,48,0
odmowa,12,1573,0,600,42,m,6,28,0
splacona_cz,13,1400,1,700,59,k,247,48,0
windykacja_sp,12,1400,0,300,25,m,13,32,6
splacona_cz,13,1087,0,300,60,k,72,48,3
odmowa,11,2585,0,700,40,m,102,48,0
splacona_cz,13,1507,0,400,64,k,60,48,8
odmowa,12,1300,0,400,36,m,7,13,0
splacona_cz,13,992.96,2,200,61,k,13,48,0
splacona_cz,11,1077.49,0,300,48,k,373,48,0
splacona_cz,13,984,1,200,61,k,12,48,0
odmowa,16,540.62,0,200,21,k,8,48,0
odmowa,16,660,0,700,43,m,132,48,0
splacona_cz,11,992.84,6,300,49,k,122,48,2
splacona_cz,11,1058,1,400,35,m,15,48,0
splacona_cz,13,1668,6,393.48,63,k,92,48,0
splacona,11,1000,6,300,30,m,58,48,9
splacona_cz,11,2100,5,500,60,m,188,48,0
splacona_cz,11,1459,3,300,26,m,10,48,13
splacona_cz,13,865,6,200,70,k,129,48,0
splacona,12,1000,1,200,54,k,46,48,0
splacona,11,1400,0,300,49,m,15,48,14
splacona,13,1026,5,200,60,k,56,48,41
splacona_cz,13,1872,6,700,58,k,36,48,1
splacona_cz,98,911,6,300,46,k,99,48,2
splacona,13,714,0,300,62,k,223,48,0
splacona_cz,16,634.64,5,240,57,k,137,48,6
splacona_cz,12,1038.68,2,300,46,k,22,26,2
odmowa,11,1920.35,0,500,39,k,98,48,0
odmowa,13,1032,0,500,73,m,120,48,0
splacona,13,1530,0,500,64,m,36,48,0
odmowa,16,1103.04,0,300,52,k,175,48,0
splacona_cz,13,2547,0,600,80,m,196,48,0
splacona_cz,12,1500,5,300,22,k,5,6,0
splacona_cz,11,2400,5,500,35,k,114,48,5
splacona_cz,16,2100,1,249.3,57,k,40,48,2
splacona_cz,13,1536,1,300,74,k,37,48,0
odmowa,13,1046.34,0,300,40,m,169,48,0
splacona,99,2290.55,3,200,42,k,19,20,0
splacona,11,2180.09,0,500,31,m,51,48,13
splacona,13,1431,0,500,67,k,248,48,0
splacona_cz,13,1167.94,1,300,79,k,370,48,0
odmowa,13,1534.86,0,300,67,m,58,48,0
odmowa,16,735.11,0,300,57,k,72,48,0
splacona,11,2065.98,0,327,52,k,180,48,12
odmowa,13,929.58,0,200,61,m,8,48,0
splacona_cz,11,1400,2,299.23,52,k,162,48,0
splacona_cz,16,1045,5,200,50,m,200,48,3
splacona_cz,16,1401,0,500,69,k,76,48,0
splacona,11,1300,0,400,39,m,46,48,0
splacona,99,1500,0,200,21,m,4,6,0
splacona_cz,13,1100,3,300,63,k,106,48,0
splacona,15,1100.79,1,300,62,m,91,48,0
splacona_cz,13,1426,6,300,71,m,78,48,0
splacona_cz,11,1360,2,300,46,m,121,48,0
splacona_cz,17,990,2,500,50,k,73,48,0
splacona_cz,11,2080,0,500,53,m,319,48,0
odmowa,12,1050,0,300,32,k,6,7,0
splacona,13,1525.46,1,244.61,62,k,37,48,5
splacona_cz,13,3700,6,558.03,62,k,28,48,0
splacona_cz,98,980,5,200,56,k,11,48,0
splacona,12,1100,1,200,26,m,34,48,6
splacona_cz,12,984.34,5,200,53,k,19,20,0
splacona,11,1625,0,300,21,m,24,48,4
odmowa,12,2260,0,500,36,m,3,4,0
splacona_cz,11,2100,3,281.61,54,m,39,48,5
splacona,11,2327.94,2,500,24,m,36,48,20
splacona_cz,16,1473.04,3,400,65,m,167,48,0
